name	field	rank	overall	h_index	cites_per_paper	academic_rep	employer_rep
The University of Tokyo	physics-astronomy	10	89.9	88.6	86.1	92.9	89.0
Imperial College London	physics-astronomy	11	89.8	90.0	91.6	88.7	89.9
University of California, Los Angeles (UCLA)	physics-astronomy	12	87.0	85.5	91.4	84.7	88.5
Tsinghua University	physics-astronomy	13	86.8	90.9	85.6	85.4	86.5
EPFL	physics-astronomy	14	86.7	87.5	95.2	83.5	84.0
National University of Singapore (NUS)	physics-astronomy	15	86.6	82.5	93.0	84.4	88.6
University of Illinois at Urbana-Champaign	physics-astronomy	16	86.4	88.2	92.3	85.2	81.0
Yale University	physics-astronomy	16	86.4	87.2	98.9	82.4	81.3
Columbia University	physics-astronomy	18	86.1	89.8	97.1	79.8	84.0
University of Chicago	physics-astronomy	18	86.1	93.0	92.6	86.0	72.8
Nanyang Technological University, Singapore (NTU)	physics-astronomy	20	85.9	83.9	90.0	84.6	86.2
Peking University	physics-astronomy	21	85.6	85.5	87.6	85.0	85.0
Ludwig-Maximilians-Universität München	physics-astronomy	22	85.1	85.6	93.3	87.6	71.3
Technical University of Munich	physics-astronomy	22	85.1	81.4	88.6	86.8	82.0
Cornell University	physics-astronomy	24	85.0	85.1	92.6	82.8	81.7
University of California, Santa Barbara (UCSB)	physics-astronomy	25	84.8	89.2	99.2	86.0	63.8
Kyoto University	physics-astronomy	26	84.4	83.0	82.1	85.7	85.4
University of Toronto	physics-astronomy	26	84.4	88.3	91.5	82.0	78.4
Tokyo Institute of Technology (Tokyo Tech)	physics-astronomy	28	83.0	80.3	79.3	83.4	88.8
Lomonosov Moscow State University	physics-astronomy	29	82.6	86.7	72.9	79.5	94.2
University of Maryland, College Park	physics-astronomy	29	82.6	91.3	94.3	77.4	72.4
Ruprecht-Karls-Universität Heidelberg	physics-astronomy	31	82.5	85.5	92.4	81.7	71.2
UCL	physics-astronomy	31	82.5	86.9	88.6	80.1	76.9
Université PSL	physics-astronomy	31	82.5	86.2	87.1	78.9	81.4
University of Michigan-Ann Arbor	physics-astronomy	34	82.1	89.2	89.9	76.1	79.4
University of Texas at Austin	physics-astronomy	34	82.1	87.3	91.2	75.3	81.5
Seoul National University	physics-astronomy	36	81.7	81.0	85.5	82.0	78.0
The Hong Kong University of Science and Technology	physics-astronomy	37	81.3	77.5	93.2	79.9	75.8
Tohoku University	physics-astronomy	37	81.3	80.0	80.0	82.0	82.4
Ecole Polytechnique	physics-astronomy	39	81.2	81.4	88.3	76.1	84.1
The Australian National University	physics-astronomy	40	81.0	81.3	89.4	80.5	73.1
Sapienza University of Rome	physics-astronomy	41	80.9	89.0	84.7	77.9	75.2
The University of Manchester	physics-astronomy	41	80.9	86.9	88.3	76.7	75.8
Georgia Institute of Technology	physics-astronomy	43	80.7	80.3	88.0	76.1	83.0
Shanghai Jiao Tong University	physics-astronomy	43	80.7	83.4	81.4	77.9	82.9
Osaka University	physics-astronomy	45	80.6	81.1	78.6	81.5	80.4
The University of Edinburgh	physics-astronomy	45	80.6	88.0	93.6	73.2	75.2
Sorbonne University	physics-astronomy	47	80.4	88.2	91.7	73.9	74.2
Fudan University	physics-astronomy	48	80.3	78.6	89.7	75.2	83.0
University of British Columbia	physics-astronomy	49	80.2	84.0	90.2	74.5	77.8
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech)	physics-astronomy	50	80.1	79.3	76.7	76.6	91.3
KIT, Karlsruhe Institute of Technology	physics-astronomy	51	79.9	83.5	85.7	76.3	77.9
University of Pennsylvania	physics-astronomy	52	79.6	84.3	93.5	72.0	76.4
University of California, San Diego (UCSD)	physics-astronomy	53	79.4	81.7	89.4	74.1	77.7
University of Amsterdam	physics-astronomy	54	79.3	81.5	93.5	75.6	70.2
Carnegie Mellon University	physics-astronomy	55	79.2	78.6	92.1	70.8	83.8
McGill University	physics-astronomy	56	79.0	81.9	87.5	74.0	77.5
University of Science and Technology of China	physics-astronomy	56	79.0	89.5	85.0	79.0	62.3
KAIST - Korea Advanced Institute of Science & Technology	physics-astronomy	58	78.9	69.9	82.1	81.2	79.9
Johns Hopkins University	physics-astronomy	59	78.6	82.5	87.4	75.1	72.8
National Taiwan University (NTU)	physics-astronomy	59	78.6	80.0	85.9	76.0	74.9
RWTH Aachen University	physics-astronomy	61	78.4	84.7	86.2	70.9	79.4
University of Wisconsin-Madison	physics-astronomy	61	78.4	86.3	90.4	69.9	75.5
Northwestern University	physics-astronomy	63	78.1	86.3	93.4	69.3	72.2
Nagoya University	physics-astronomy	64	77.9	80.3	80.4	75.0	78.9
University of Washington	physics-astronomy	64	77.9	88.4	93.9	69.6	68.0
The University of Melbourne	physics-astronomy	66	77.8	81.9	88.2	72.3	74.2
The University of Hong Kong	physics-astronomy	66	77.8	77.0	90.7	73.0	75.2
University of Southampton	physics-astronomy	66	77.8	82.3	86.9	72.1	75.5
Zhejiang University	physics-astronomy	66	77.8	78.9	81.6	72.4	83.9
The Ohio State University	physics-astronomy	70	77.7	86.9	91.4	70.4	69.4
Pennsylvania State University	physics-astronomy	71	77.4	85.4	91.2	68.2	74.2
The University of Sydney	physics-astronomy	72	77.3	80.7	86.5	72.6	74.1
Universidad Autónoma de Madrid	physics-astronomy	73	77.2	85.2	93.3	70.6	66.1
University of Colorado Boulder	physics-astronomy	73	77.2	84.2	90.2	70.6	70.2
Durham University	physics-astronomy	75	77.0	77.0	92.9	71.5	72.2
Delft University of Technology	physics-astronomy	76	76.8	66.2	79.0	77.4	84.1
Universität Hamburg	physics-astronomy	76	76.8	84.0	86.5	71.1	71.1
Purdue University	physics-astronomy	78	76.7	83.1	87.2	66.5	80.2
University of Pisa	physics-astronomy	78	76.7	85.5	87.3	68.0	74.9
Université Paris-Saclay	physics-astronomy	78	76.7	94.6	88.2	71.3	57.9
Sungkyunkwan University(SKKU)	physics-astronomy	81	76.6	80.9	88.0	71.6	71.0
University of Geneva	physics-astronomy	81	76.6	86.0	93.9	72.5	58.0
University of Waterloo	physics-astronomy	83	76.4	77.2	90.6	67.8	78.6
Nanjing University	physics-astronomy	84	76.3	85.8	87.2	72.0	64.6
University of Copenhagen	physics-astronomy	85	76.1	85.2	93.5	71.7	58.5
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute)	physics-astronomy	86	75.9	80.9	70.5	72.7	82.7
Università di Padova	physics-astronomy	86	75.9	86.1	84.9	67.4	73.6
Leiden University	physics-astronomy	88	75.8	72.3	88.1	77.5	63.8
Stony Brook University, State University of New York	physics-astronomy	89	75.7	84.0	95.2	66.1	67.3
Humboldt-Universität zu Berlin	physics-astronomy	90	75.6	80.9	90.9	71.4	63.2
KTH Royal Institute of Technology	physics-astronomy	90	75.6	78.7	81.1	72.1	74.2
Novosibirsk State University	physics-astronomy	90	75.6	80.6	76.9	68.3	83.7
Universidade de São Paulo	physics-astronomy	90	75.6	81.0	77.4	69.6	80.5
King's College London	physics-astronomy	94	75.5	81.1	95.1	65.5	70.5
University of Glasgow	physics-astronomy	94	75.5	84.9	90.2	67.9	66.5
Alma Mater Studiorum - University of Bologna	physics-astronomy	96	75.4	84.9	84.9	67.1	73.2
Michigan State University	physics-astronomy	97	75.3	82.5	91.8	65.4	71.3
University of Bristol	physics-astronomy	97	75.3	82.5	94.2	63.3	73.0
The Chinese University of Hong Kong (CUHK)	physics-astronomy	99	75.2	78.7	88.1	69.5	70.2
Rice University	physics-astronomy	100	75.1	82.7	98.2	62.9	68.6
National Tsing Hua University	physics-astronomy	101	75.0	78.3	82.2	69.2	76.1
Korea University	physics-astronomy	102	74.8	79.0	86.0	68.2	72.7
Indian Institute of Technology Bombay (IITB)	physics-astronomy	103	74.6	68.4	76.9	74.9	77.7
Pohang University of Science And Technology (POSTECH)	physics-astronomy	103	74.6	68.9	83.4	72.9	74.8
The University of Warwick	physics-astronomy	103	74.6	81.7	92.8	62.8	73.1
Universidad Nacional Autónoma de México  (UNAM)	physics-astronomy	103	74.6	74.2	74.3	71.0	82.6
Technische Universität Dresden	physics-astronomy	107	74.5	80.7	82.8	67.9	73.0
New York University (NYU)	physics-astronomy	108	74.4	79.5	90.6	64.6	72.9
Universitat de Barcelona	physics-astronomy	108	74.4	76.2	94.1	67.4	67.0
Lund University	physics-astronomy	110	74.3	79.5	82.1	71.9	66.0
Boston University	physics-astronomy	111	74.1	83.6	93.2	62.4	68.7
Duke University	physics-astronomy	112	74.0	82.7	90.8	64.2	67.9
Indian Institute of Science	physics-astronomy	112	74.0	79.7	80.1	72.8	64.4
Pontificia Universidad Católica de Chile (UC)	physics-astronomy	114	73.9	77.3	83.6	66.4	75.7
Monash University	physics-astronomy	115	73.7	76.7	88.2	65.3	73.1
Texas A&M University	physics-astronomy	115	73.7	81.4	87.3	61.7	76.5
The University of New South Wales (UNSW Sydney)	physics-astronomy	115	73.7	69.7	83.9	70.6	73.8
Politecnico di Milano	physics-astronomy	118	73.6	65.9	75.9	69.6	87.2
University of Birmingham	physics-astronomy	118	73.6	85.8	91.7	61.5	67.5
Universitat Autònoma de Barcelona	physics-astronomy	120	73.3	78.0	89.9	64.9	68.9
University of Zurich	physics-astronomy	121	73.1	84.0	100.0	61.5	58.6
Yonsei University	physics-astronomy	121	73.1	72.9	82.6	68.2	73.8
Technische Universität Berlin (TU Berlin)	physics-astronomy	123	72.9	66.2	80.3	71.1	75.7
Brown University	physics-astronomy	124	72.7	79.5	94.1	61.8	66.4
Université Grenoble Alpes	physics-astronomy	125	72.6	83.1	83.6	65.5	65.2
Kyushu University	physics-astronomy	126	72.2	77.2	75.6	64.4	79.2
Universidad de Buenos Aires (UBA)	physics-astronomy	127	72.1	75.9	79.0	63.5	78.4
University of California, Irvine	physics-astronomy	127	72.1	83.6	92.9	62.4	59.1
Chalmers University of Technology	physics-astronomy	129	72.0	70.6	82.4	69.6	67.6
Scuola Normale Superiore	physics-astronomy	129	72.0	79.7	86.8	63.4	66.5
Technical University of Denmark	physics-astronomy	129	72.0	76.2	82.6	67.8	65.6
The University of Adelaide	physics-astronomy	129	72.0	81.9	91.5	60.8	65.2
Universidade Estadual de Campinas (Unicamp)	physics-astronomy	129	72.0	75.7	79.1	66.2	73.0
University of Rochester	physics-astronomy	129	72.0	81.5	92.4	64.2	57.7
Technical University of Darmstadt	physics-astronomy	135	71.8	72.1	83.4	65.5	72.6
University of Groningen	physics-astronomy	135	71.8	78.0	90.8	63.5	63.4
Huazhong University of Science and Technology	physics-astronomy	137	71.7	76.9	81.4	63.6	72.9
The University of Queensland	physics-astronomy	137	71.7	68.2	87.7	66.9	68.9
University of Alberta	physics-astronomy	137	71.7	79.3	85.2	60.4	73.0
The University of Sheffield	physics-astronomy	140	71.5	82.1	84.0	60.3	70.8
Universite libre de Bruxelles	physics-astronomy	141	71.4	79.5	92.2	60.3	64.6
Freie Universitaet Berlin	physics-astronomy	142	71.3	66.4	89.4	65.9	68.7
Johannes Gutenberg Universität Mainz	physics-astronomy	142	71.3	84.7	95.6	66.1	43.8
Stockholm University	physics-astronomy	142	71.3	82.9	94.4	63.2	52.6
Trinity College Dublin, The University of Dublin	physics-astronomy	145	71.2	66.2	87.5	63.5	75.3
University of Milan	physics-astronomy	145	71.2	81.4	85.9	62.5	63.9
University of Minnesota Twin Cities	physics-astronomy	147	71.1	86.0	92.0	56.2	65.0
Politecnico di Torino	physics-astronomy	148	71.0	66.2	73.9	65.0	84.9
Indian Institute of Technology Delhi (IITD)	physics-astronomy	149	70.9	55.3	74.4	75.3	74.0
Albert-Ludwigs-Universitaet Freiburg	physics-astronomy	149	70.9	78.4	88.6	62.3	63.1
Université de Montréal	physics-astronomy	149	70.9	78.1	81.7	60.9	73.1
Aalto University	physics-astronomy	151-200					
City University of Hong Kong	physics-astronomy	151-200				65.3	
Eindhoven University of Technology	physics-astronomy	151-200					77.2
University of Göttingen	physics-astronomy	151-200			88.6		
Hanyang University	physics-astronomy	151-200					72.3
Indian Institute of Technology Madras (IITM)	physics-astronomy	151-200				69.8	72.5
KU Leuven	physics-astronomy	151-200				66.6	74.3
Queen Mary University of London	physics-astronomy	151-200			88.6		
Radboud University	physics-astronomy	151-200		83.0	89.7		
Rheinische Friedrich-Wilhelms-Universität Bonn	physics-astronomy	151-200		81.3	92.3		
Saint Petersburg State University	physics-astronomy	151-200				65.9	82.5
Sun Yat-sen University	physics-astronomy	151-200		80.3			
Swinburne University of Technology	physics-astronomy	151-200				65.6	
Tata Institute of Fundamental Research	physics-astronomy	151-200				70.8	
Technion - Israel Institute of Technology	physics-astronomy	151-200		80.2			
Technische Universität Wien	physics-astronomy	151-200				65.4	
The University of Auckland	physics-astronomy	151-200					72.0
University of Nottingham	physics-astronomy	151-200			89.8		71.9
Tomsk State University	physics-astronomy	151-200					77.5
Complutense University of Madrid	physics-astronomy	151-200				63.6	
Universidade Federal do Rio de Janeiro	physics-astronomy	151-200		79.9			
"University of Rome ""Tor Vergata"""	physics-astronomy	151-200		83.6			
Universitat de Valencia	physics-astronomy	151-200		82.7	90.9		
Goethe-University Frankfurt am Main	physics-astronomy	151-200					
Universität Innsbruck	physics-astronomy	151-200			90.7	66.0	
Universität Stuttgart	physics-astronomy	151-200					
University of Vienna	physics-astronomy	151-200			89.4	67.6	
Université catholique de Louvain (UCLouvain)	physics-astronomy	151-200			92.9		
Université de Paris	physics-astronomy	151-200			88.1	66.6	
Université de Strasbourg	physics-astronomy	151-200					
Universiti Malaya (UM)	physics-astronomy	151-200				65.8	
University College Dublin	physics-astronomy	151-200			88.6		70.4
The University of Arizona	physics-astronomy	151-200		81.1		65.2	
University of California, Davis	physics-astronomy	151-200		80.3	89.1		
University of Florida	physics-astronomy	151-200		82.9	89.7		
University of Helsinki	physics-astronomy	151-200					
University of Illinois at Chicago (UIC)	physics-astronomy	151-200				64.3	
University of Liverpool	physics-astronomy	151-200		81.4	88.6		
University of Pittsburgh	physics-astronomy	151-200		81.7	92.8		
University of Southern California	physics-astronomy	151-200			89.3		
University of St Andrews	physics-astronomy	151-200					
University of Tsukuba	physics-astronomy	151-200					69.0
University of Twente	physics-astronomy	151-200					73.4
University of Warsaw	physics-astronomy	151-200		82.3			
Uppsala University	physics-astronomy	151-200		79.5		65.1	
Utrecht University	physics-astronomy	151-200					
Waseda University	physics-astronomy	151-200					75.6
Weizmann Institute of Science	physics-astronomy	151-200		82.1	95.0	68.8	
Wuhan University	physics-astronomy	151-200					78.3
Aarhus University	physics-astronomy	201-250					
Beihang University (former BUAA)	physics-astronomy	201-250					
Beijing Institute of Technology	physics-astronomy	201-250					
Cardiff University	physics-astronomy	201-250					
Charles University	physics-astronomy	201-250		81.9			
Czech Technical University in Prague	physics-astronomy	201-250					
Eberhard Karls Universität Tübingen	physics-astronomy	201-250					
École Normale Supérieure de Lyon	physics-astronomy	201-250					
Florida State University	physics-astronomy	201-250		79.6			
Hiroshima University	physics-astronomy	201-250					
Hokkaido University	physics-astronomy	201-250					77.2
Indian Institute of Technology Kanpur (IITK)	physics-astronomy	201-250				70.1	
Indian Institute of Technology Kharagpur (IIT-KGP)	physics-astronomy	201-250				66.7	
Indiana University Bloomington	physics-astronomy	201-250		81.3	95.5		
Instituto Politécnico Nacional (IPN)	physics-astronomy	201-250					72.2
ITMO University	physics-astronomy	201-250				66.1	79.4
King Abdulaziz University (KAU)	physics-astronomy	201-250			88.9		
National Central University	physics-astronomy	201-250					
National Chiao Tung University	physics-astronomy	201-250					70.3
Quaid-i-Azam University	physics-astronomy	201-250					
Queen's University Belfast	physics-astronomy	201-250					
Rutgers University–New Brunswick	physics-astronomy	201-250		79.6	91.8		
Shandong University	physics-astronomy	201-250		81.5			
TU Dortmund University	physics-astronomy	201-250		81.3	92.0		
Tel Aviv University	physics-astronomy	201-250		81.7	88.8		
The Hong Kong Polytechnic University	physics-astronomy	201-250					
The University of Western Australia	physics-astronomy	201-250					
Universidad de Chile	physics-astronomy	201-250					69.4
Universidad Nacional de La Plata (UNLP)	physics-astronomy	201-250					72.4
UNESP	physics-astronomy	201-250					
University of Naples - Federico II	physics-astronomy	201-250		84.7			
University of Turin	physics-astronomy	201-250		79.6	90.5		
University of Trento	physics-astronomy	201-250		81.0	88.6		
Friedrich-Alexander-Universität Erlangen-Nürnberg	physics-astronomy	201-250					
University of Basel	physics-astronomy	201-250			91.7		
University of Bern	physics-astronomy	201-250		80.2	90.7		
University of California, Santa Cruz	physics-astronomy	201-250			91.0		
University of Cape Town	physics-astronomy	201-250					
University of Delhi	physics-astronomy	201-250					
Ghent University	physics-astronomy	201-250					
University of Hawaiʻi at Mānoa	physics-astronomy	201-250			91.2		
University of Lisbon	physics-astronomy	201-250		82.2			
University of Massachusetts Amherst	physics-astronomy	201-250		81.8	92.4		
University of Milano-Bicocca	physics-astronomy	201-250		79.7			
University of Notre Dame	physics-astronomy	201-250					
University of Oslo	physics-astronomy	201-250		80.3			
University of Strathclyde	physics-astronomy	201-250					
University of Sussex	physics-astronomy	201-250		80.7	93.4		
The University of Tennessee, Knoxville	physics-astronomy	201-250		81.9	89.5		
University of Virginia	physics-astronomy	201-250					
Virginia Polytechnic Institute and State University	physics-astronomy	201-250					
Washington University in St. Louis	physics-astronomy	201-250			93.7		
Xi’an Jiaotong University	physics-astronomy	201-250					72.8
Arizona State University	physics-astronomy	251-300					
Beijing Normal University	physics-astronomy	251-300					
Case Western Reserve University	physics-astronomy	251-300			96.7		
Harbin Institute of Technology	physics-astronomy	251-300					
Heriot-Watt University	physics-astronomy	251-300					
Iowa State University	physics-astronomy	251-300					
Jagiellonian University	physics-astronomy	251-300					
Jilin University	physics-astronomy	251-300					
Keio University	physics-astronomy	251-300					76.4
King Abdullah University of Science & Technology (KAUST)	physics-astronomy	251-300			93.1		
Lancaster University	physics-astronomy	251-300					
Leibniz University Hannover	physics-astronomy	251-300					
Macquarie University	physics-astronomy	251-300					
McMaster University	physics-astronomy	251-300					
Middle East Technical University	physics-astronomy	251-300					
National Cheng Kung University (NCKU)	physics-astronomy	251-300					
National Technical University of Athens	physics-astronomy	251-300					
The National University of Science and Technology MISIS	physics-astronomy	251-300					
Northeastern University	physics-astronomy	251-300			92.9		
Peter the Great St. Petersburg Polytechnic University	physics-astronomy	251-300					70.9
Queen's University at Kingston	physics-astronomy	251-300					
Ruhr-Universität Bochum	physics-astronomy	251-300					
International School for Advanced Studies of Trieste	physics-astronomy	251-300			92.2		
University of Granada	physics-astronomy	251-300					
Universidade de Santiago de Compostela	physics-astronomy	251-300			89.1		
University of Florence	physics-astronomy	251-300					
University of Trieste	physics-astronomy	251-300					
University of Cologne	physics-astronomy	251-300					
Universitat Politècnica de Catalunya · BarcelonaTech (UPC)	physics-astronomy	251-300					
University Ulm	physics-astronomy	251-300			90.7		
Aix-Marseille University	physics-astronomy	251-300					
Université Claude Bernard Lyon 1	physics-astronomy	251-300		79.9			
University of Bath	physics-astronomy	251-300					71.2
University of Calgary	physics-astronomy	251-300					72.2
University of Canterbury	physics-astronomy	251-300					
University of Central Florida	physics-astronomy	251-300					
University of Cincinnati	physics-astronomy	251-300			93.6		
University of Leeds	physics-astronomy	251-300					
University of Ljubljana	physics-astronomy	251-300		79.5			
University of New Mexico	physics-astronomy	251-300					
University of Ottawa	physics-astronomy	251-300			88.4		
University of Surrey	physics-astronomy	251-300					
University of Texas Dallas	physics-astronomy	251-300		79.9	91.6		
University of Victoria (UVic)	physics-astronomy	251-300					
University of York	physics-astronomy	251-300					69.8
Vanderbilt University	physics-astronomy	251-300			89.2		
Vrije Universiteit Amsterdam	physics-astronomy	251-300			88.9		
Warsaw University of Technology	physics-astronomy	251-300					
Westfälische Wilhelms-Universität Münster	physics-astronomy	251-300			88.9		
Aristotle University of Thessaloniki	physics-astronomy	301-350					
Bauman Moscow State Technical University	physics-astronomy	301-350				65.3	88.9
Bilkent University	physics-astronomy	301-350					
CentraleSupélec	physics-astronomy	301-350					78.1
Chulalongkorn University	physics-astronomy	301-350					
City University of New York	physics-astronomy	301-350			88.1		
ENS Paris-Saclay	physics-astronomy	301-350				67.6	
Eötvös Loránd University	physics-astronomy	301-350					
Gwangju Institute of Science and Technology (GIST)	physics-astronomy	301-350					
The Hebrew University of Jerusalem	physics-astronomy	301-350			88.8		
Indian Institute of Technology Guwahati (IITG)	physics-astronomy	301-350					
Kobe University	physics-astronomy	301-350					
Kyungpook National University	physics-astronomy	301-350					
Linköping University	physics-astronomy	301-350					
Lobachevsky University	physics-astronomy	301-350					
Nankai University	physics-astronomy	301-350			88.3		
National University of Sciences And Technology (NUST) Islamabad	physics-astronomy	301-350					
North Carolina State University	physics-astronomy	301-350					
Norwegian University of Science And Technology	physics-astronomy	301-350					
Pusan National University	physics-astronomy	301-350					
Rensselaer Polytechnic Institute	physics-astronomy	301-350			91.5		
RMIT University	physics-astronomy	301-350					
Sejong University	physics-astronomy	301-350					
Shanghai University	physics-astronomy	301-350					
Southeast University	physics-astronomy	301-350					
Texas Tech University	physics-astronomy	301-350					
Tokyo University of Science	physics-astronomy	301-350					
National Research Tomsk Polytechnic University	physics-astronomy	301-350					76.7
Tufts University	physics-astronomy	301-350					
University of the Basque Country	physics-astronomy	301-350			89.7		
Universidad Nacional de Colombia	physics-astronomy	301-350					
Universidad Técnica Federico Santa María (USM)	physics-astronomy	301-350					
University of Genoa	physics-astronomy	301-350		84.1			
Università degli Studi di Pavia	physics-astronomy	301-350		79.9			
Universität Jena	physics-astronomy	301-350					
Universität Regensburg	physics-astronomy	301-350			92.4		
University of Bordeaux	physics-astronomy	301-350					
Université de Montpellier	physics-astronomy	301-350					
Universiti Teknologi Malaysia	physics-astronomy	301-350				64.0	
University of Coimbra	physics-astronomy	301-350			88.2		
University of Connecticut	physics-astronomy	301-350			88.6		
The University of Exeter	physics-astronomy	301-350					
University of Houston	physics-astronomy	301-350					
University of Kansas	physics-astronomy	301-350					
University of North Carolina, Chapel Hill	physics-astronomy	301-350			88.1		
University of Technology Sydney	physics-astronomy	301-350					
Vilnius University	physics-astronomy	301-350					
Vrije Universiteit Brussel (VUB)	physics-astronomy	301-350					
Wayne State University	physics-astronomy	301-350					
AGH University of Science and Technology	physics-astronomy	351-400		80.3			
Beijing University of Technology	physics-astronomy	351-400					
Benemérita Universidad Autónoma de Puebla	physics-astronomy	351-400					
Cairo University	physics-astronomy	351-400					
George Washington University	physics-astronomy	351-400					
Indian Institute of Technology Roorkee (IITR)	physics-astronomy	351-400					
Istanbul Technical University	physics-astronomy	351-400					
Julius-Maximilians-Universität Würzburg	physics-astronomy	351-400			88.2		
Kazan (Volga region) Federal University	physics-astronomy	351-400					
Kyung Hee University	physics-astronomy	351-400					
Université Laval	physics-astronomy	351-400					
Loughborough University	physics-astronomy	351-400					70.4
Louisiana State University	physics-astronomy	351-400					
National and Kapodistrian University of Athens	physics-astronomy	351-400		80.9			
National Sun Yat-sen University	physics-astronomy	351-400					
National Taiwan University of Science and Technology (Taiwan Tech)	physics-astronomy	351-400					
Newcastle University	physics-astronomy	351-400					71.0
Pontifícia Universidade Católica do Rio de Janeiro	physics-astronomy	351-400					
Renmin (People's) University of China	physics-astronomy	351-400					71.5
Simon Fraser University	physics-astronomy	351-400					
Syracuse University	physics-astronomy	351-400		79.5	92.1		
Technische Universität Kaiserslautern	physics-astronomy	351-400					
Tianjin University	physics-astronomy	351-400					
Tongji University	physics-astronomy	351-400					
Ulsan National Institute of Science and Technology (UNIST)	physics-astronomy	351-400			89.5		
Universidad de los Andes	physics-astronomy	351-400					
Universitat Politècnica de València	physics-astronomy	351-400					
Universidade Federal de Minas Gerais	physics-astronomy	351-400					
Catania University	physics-astronomy	351-400					
Università degli Studi di Perugia	physics-astronomy	351-400		80.2	89.5		
Università degli studi Roma Tre	physics-astronomy	351-400					
Université Paul Sabatier Toulouse III	physics-astronomy	351-400					
Universiti Kebangsaan Malaysia (UKM)	physics-astronomy	351-400					
Universiti Putra Malaysia (UPM)	physics-astronomy	351-400					
University at Buffalo SUNY	physics-astronomy	351-400					
The University of Alabama	physics-astronomy	351-400					
University of Bari	physics-astronomy	351-400					
University of California, Riverside	physics-astronomy	351-400		80.6	96.3		
University of California, San Francisco	physics-astronomy	351-400					
University of Jyväskylä	physics-astronomy	351-400					
University of Leicester	physics-astronomy	351-400					
University of Porto	physics-astronomy	351-400					
University of Portsmouth	physics-astronomy	351-400			90.4		
University of Science and Technology Beijing	physics-astronomy	351-400					
University of Turku	physics-astronomy	351-400					
University of Utah	physics-astronomy	351-400			88.6		
University of Wollongong	physics-astronomy	351-400					
Western University	physics-astronomy	351-400					
William & Mary	physics-astronomy	351-400					
Xiamen University	physics-astronomy	351-400					
Banaras Hindu University	physics-astronomy	401-450					
Bogaziçi Üniversitesi	physics-astronomy	401-450					
Budapest University of Technology and Economics	physics-astronomy	401-450					
Comenius University in Bratislava	physics-astronomy	401-450					
COMSATS University Islamabad	physics-astronomy	401-450					
Curtin University	physics-astronomy	401-450					
Dartmouth College	physics-astronomy	401-450					
Jeonbuk National University	physics-astronomy	401-450					
Justus-Liebig-University Giessen	physics-astronomy	401-450			89.1		
Karolinska Institutet	physics-astronomy	401-450					
King Fahd University of Petroleum & Minerals	physics-astronomy	401-450					
HSE University	physics-astronomy	401-450					80.0
Queensland University of Technology (QUT)	physics-astronomy	401-450					
Sharif University of Technology	physics-astronomy	401-450					
Shenzhen University	physics-astronomy	401-450					
Sogang University	physics-astronomy	401-450					
Soochow University	physics-astronomy	401-450					
Swansea University	physics-astronomy	401-450					
Taras Shevchenko National University of Kyiv	physics-astronomy	401-450					
Temple University	physics-astronomy	401-450					
Tokyo Metropolitan University	physics-astronomy	401-450					
Universidad de Concepción	physics-astronomy	401-450					
Universidad de Zaragoza	physics-astronomy	401-450					
Universidad Nacional de Córdoba - UNC	physics-astronomy	401-450					
Universidade Federal do Rio Grande Do Sul	physics-astronomy	401-450					
Universidade Nova de Lisboa	physics-astronomy	401-450					
Universität Duisburg-Essen	physics-astronomy	401-450					
Universität Konstanz	physics-astronomy	401-450					
Universität  Leipzig	physics-astronomy	401-450					
Université de Nantes	physics-astronomy	401-450					
Université de Savoie, Chambery, Annecy	physics-astronomy	401-450		84.0	94.1		
Université de Sherbrooke	physics-astronomy	401-450					
Universiti Sains Malaysia (USM)	physics-astronomy	401-450					
University College Cork	physics-astronomy	401-450					
Université Côte d'Azur	physics-astronomy	401-450					
University of Antwerp	physics-astronomy	401-450			89.0		
University of Belgrade	physics-astronomy	401-450					
University of Crete	physics-astronomy	401-450					
University of Gothenburg	physics-astronomy	401-450					
University of Iowa	physics-astronomy	401-450		80.5			
University of Johannesburg	physics-astronomy	401-450					
Université de Liège	physics-astronomy	401-450					
University of Southern Denmark (SDU)	physics-astronomy	401-450					
University of Tartu	physics-astronomy	401-450					
University of Tehran	physics-astronomy	401-450					
University of the Punjab	physics-astronomy	401-450					
University of Witwatersrand	physics-astronomy	401-450					
Ural Federal University - UrFU	physics-astronomy	401-450					72.6
Washington State University	physics-astronomy	401-450					
York University	physics-astronomy	401-450					
Ain Shams University	physics-astronomy	451-500					
Ankara Üniversitesi	physics-astronomy	451-500					
Beijing Jiaotong University	physics-astronomy	451-500					
Belarusian State University	physics-astronomy	451-500					
Boston College	physics-astronomy	451-500					
Carleton University	physics-astronomy	451-500					
Central China Normal University	physics-astronomy	451-500			95.5		
Christian-Albrechts-University zu Kiel	physics-astronomy	451-500					
Colorado State University	physics-astronomy	451-500					
Dalhousie University	physics-astronomy	451-500					
Dalian University of Technology	physics-astronomy	451-500					
Drexel University	physics-astronomy	451-500					
East China Normal University	physics-astronomy	451-500					
Emory University	physics-astronomy	451-500					
Ewha Womans University	physics-astronomy	451-500					
Griffith University	physics-astronomy	451-500					
Inha University	physics-astronomy	451-500					
Jadavpur University	physics-astronomy	451-500					
Kent State University	physics-astronomy	451-500					
King Saud University	physics-astronomy	451-500					
